algorithm,security_level,operation,mean_cycles,median_cycles,std_cycles,p95_cycles,p99_cycles,mean_ms,median_ms,std_ms,p95_ms,p99_ms,peak_mem_delta_kb,mean_energy_uj,pub_key_bytes,priv_key_bytes,sig_bytes
ML-DSA-65 (Dilithium3),3,keygen,91086.38,91071.00,351.42,91516.00,92210.00,0.020592,0.020500,0.000535,0.020610,0.023600,0,-1.000,1952,4032,3309
ML-DSA-65 (Dilithium3),3,sign,270325.53,219216.00,163585.61,573705.00,859591.00,0.056881,0.046949,0.033092,0.117998,0.175747,0,-1.000,1952,4032,3309
ML-DSA-65 (Dilithium3),3,verify,90947.32,90904.00,273.55,91194.00,92474.00,0.020281,0.020220,0.000405,0.020279,0.023060,0,-1.000,1952,4032,3309
ML-DSA-65 (Dilithium3),3,verify_invalid,90988.59,90945.50,246.18,91171.00,92275.00,0.020296,0.020235,0.000345,0.020340,0.022499,0,-1.000,1952,4032,3309
