algorithm,security_level,operation,mean_cycles,median_cycles,std_cycles,p95_cycles,p99_cycles,mean_ms,median_ms,std_ms,p95_ms,p99_ms,peak_mem_delta_kb,mean_energy_uj,pub_key_bytes,priv_key_bytes,sig_bytes
ML-DSA-87 (Dilithium5),5,keygen,536999.74,537494.50,2382.25,539940.00,540943.00,0.106593,0.106399,0.001051,0.109339,0.109969,0,-1.000,2592,4896,4627
ML-DSA-87 (Dilithium5),5,sign,1321942.13,1116575.00,654207.68,2564009.00,3911113.00,0.259374,0.219266,0.127130,0.499871,0.761468,0,-1.000,2592,4896,4627
ML-DSA-87 (Dilithium5),5,verify,535907.90,535669.50,1040.69,538184.00,539182.00,0.106118,0.105798,0.000927,0.108798,0.108989,0,-1.000,2592,4896,4627
ML-DSA-87 (Dilithium5),5,verify_invalid,535771.33,535377.50,2367.83,537886.00,538943.00,0.106116,0.105743,0.001140,0.108668,0.109708,0,-1.000,2592,4896,4627
