algorithm,security_level,operation,mean_cycles,median_cycles,std_cycles,p95_cycles,p99_cycles,mean_ms,median_ms,std_ms,p95_ms,p99_ms,peak_mem_delta_kb,mean_energy_uj,pub_key_bytes,priv_key_bytes,sig_bytes
SLH-DSA-SHA2-128s (SPHINCS+),1,keygen,276421019.97,273985895.50,5280134.82,288185028.00,288207276.00,153.749459,152.377505,2.936948,160.285445,160.372538,0,-1.000,32,64,7856
SLH-DSA-SHA2-128s (SPHINCS+),1,sign,2095185335.66,2095201584.00,184792.07,2095430456.00,2095480565.00,1165.318178,1165.280648,0.195945,1165.746518,1165.868332,0,-1.000,32,64,7856
SLH-DSA-SHA2-128s (SPHINCS+),1,verify,2156007.34,2155952.50,724.03,2156870.00,2158807.00,1.204214,1.201537,0.008111,1.208091,1.235942,0,-1.000,32,64,7856
SLH-DSA-SHA2-128s (SPHINCS+),1,verify_invalid,2016551.96,2016558.00,324.08,2017082.00,2017272.00,1.125402,1.124013,0.002323,1.129245,1.130578,0,-1.000,32,64,7856
