algorithm,security_level,operation,mean_ms,median_ms,std_ms,p95_ms,p99_ms,peak_mem_delta_kb,pub_key_bytes,priv_key_bytes,sig_bytes
RSA-3072,classical,keygen,1285.869145,1118.162832,819.875249,2885.626273,3898.438781,4,384,1679,384
RSA-3072,classical,sign,15.323470,15.222568,0.520020,15.296686,18.233201,0,384,1679,384
RSA-3072,classical,verify,0.275404,0.274867,0.001925,0.281497,0.282219,0,384,1679,384
ECDSA-P256,classical,keygen,0.074906,0.074601,0.001987,0.075518,0.083647,0,65,121,72
ECDSA-P256,classical,sign,0.104456,0.104202,0.001480,0.104795,0.112054,0,65,121,70
ECDSA-P256,classical,verify,0.296400,0.295700,0.003039,0.303125,0.304311,0,65,121,70
